sentence	positive	neutral	negative
Gold Stick is very complimentary. 	0.56479144	0.3808266	0.05438204
In fact, he mistakes me for one of the Court dignitaries!" 	0.11110061	0.43357334	0.45532602
Let us put it into the fire! said the other boy, "it will help to boil the kettle." 	0.56479144	0.3808266	0.05438204
So they piled the faggots together, and put the Rocket on top, and lit the fire. 	0.11110061	0.43357334	0.45532602
This is magnificent, cried the Rocket, "they are going to let me off in broad day-light, so that every one can see me." 	0.56479144	0.3808266	0.05438204
We will go to sleep now, they said, "and when we wake up the kettle will be boiled"; and they lay down on the grass, and shut their eyes. 	0.27574214	0.52749896	0.19675897
The Rocket was very damp, so he took a long time to burn. 	0.11110061	0.43357334	0.45532602
At last, however, the fire caught him. 	0.27574214	0.52749896	0.19675897
Now I am going off! he cried, and he made himself very stiff and straight. 	0.11110061	0.43357334	0.45532602
I know I shall go much higher than the stars, much higher than the moon, much higher than the sun. In fact, I shall go so high that-- 	0.56479144	0.3808266	0.05438204
Fizz! Fizz! Fizz! and he went straight up into the air. 	0.27574214	0.52749896	0.19675897
Delightful! he cried, "I shall go on like this for ever. What a success I am!" 	0.56479144	0.3808266	0.05438204
But nobody saw him. 	0.11110061	0.43357334	0.45532602
Then he began to feel a curious tingling sensation all over him. 	0.27574214	0.52749896	0.19675897
Now I am going to explode, he cried. 	0.11110061	0.43357334	0.45532602
I shall set the whole world on fire, and make such a noise that nobody will talk about anything else for a whole year. 	0.27574214	0.52749896	0.19675897
And he certainly did explode. 	0.11110061	0.43357334	0.45532602
Bang! Bang! Bang! went the gunpowder. 	0.56479144	0.3808266	0.05438204
There was no doubt about it. 	0.27574214	0.52749896	0.19675897
But nobody heard him, not even the two little boys, for they were sound asleep. 	0.11110061	0.43357334	0.45532602
Then all that was left of him was the stick, and this fell down on the back of a Goose who was taking a walk by the side of the ditch. 	0.11110061	0.43357334	0.45532602
Good heavens! cried the Goose. 	0.56479144	0.3808266	0.05438204
It is going to rain sticks; and she rushed into the water. 	0.27574214	0.52749896	0.19675897
I knew I should create a great sensation, gasped the Rocket, and he went out. 	0.56479144	0.3808266	0.05438204
 	0.11110061	0.43357334	0.45532602
THE YOUNG KING 	0.56479144	0.3808266	0.05438204
It was the night before the day fixed for his coronation, and the young King was sitting alone in his beautiful chamber.  	0.27574214	0.52749896	0.19675897
His courtiers had all taken their leave of him, bowing their heads to the ground, according to the ceremonious usage of the day, and had retired to the Great Hall of the Palace, to receive a few last lessons from the Professor of Etiquette; there being some of them who had still quite natural manners, which in a courtier is, I need hardly say, a very grave offence.  	0.11110061	0.43357334	0.45532602
The lad—for he was only a lad, being but sixteen years of age—was not sorry at their departure, and had flung himself back with a deep sigh of relief on the soft cushions of his embroidered couch, lying there, wild–eyed and open–mouthed, like a brown woodland Faun, or some young animal of the forest newly snared by the hunters.  	0.11110061	0.43357334	0.45532602
And, indeed, it was the hunters who had found him, coming upon him almost by chance as, bare–limbed and pipe in hand, he was following the flock of the poor goatherd who had brought him up, and whose son he had always fancied himself to be.  	0.56479144	0.3808266	0.05438204
The child of the old King’s only daughter by a secret marriage with one much beneath her in station—a stranger, some said, who, by the wonderful magic of his lute–playing, had made the young Princess love him; while others spoke of an artist from Rimini, to whom the Princess had shown much, perhaps too much honour, and who had suddenly disappeared from the city, leaving his work in the Cathedral unfinished—he had been, when but a week old, stolen away from his mother’s side, as she slept, and given into the charge of a common peasant and his wife, who were without children of their own, and lived in a remote part of the forest, more than a day’s ride from the town.  	0.11110061	0.43357334	0.45532602
Grief, or the plague, as the court physician stated, or, as some suggested, a swift Italian poison administered in a cup of spiced wine, slew, within an hour of her wakening, the white girl who had given him birth, and as the trusty messenger who bare the child across his saddle–bow stooped from his weary horse and knocked at the rude door of the goatherd’s hut, the body of the Princess was being lowered into an open grave that had been dug in a deserted churchyard, beyond the city gates, a grave where it was said that another body was also lying, that of a young man of marvellous and foreign beauty, whose hands were tied behind him with a knotted cord, and whose breast was stabbed with many red wounds.  	0.11110061	0.43357334	0.45532602
Such, at least, was the story that men whispered to each other.  	0.27574214	0.52749896	0.19675897
Certain it was that the old King, when on his deathbed, whether moved by remorse for his great sin, or merely desiring that the kingdom should not pass away from his line, had had the lad sent for, and, in the presence of the Council, had acknowledged him as his heir.  	0.11110061	0.43357334	0.45532602
And it seems that from the very first moment of his recognition he had shown signs of that strange passion for beauty that was destined to have so great an influence over his life.  	0.56479144	0.3808266	0.05438204
Those who accompanied him to the suite of rooms set apart for his service, often spoke of the cry of pleasure that broke from his lips when he saw the delicate raiment and rich jewels that had been prepared for him, and of the almost fierce joy with which he flung aside his rough leathern tunic and coarse sheepskin cloak.  	0.56479144	0.3808266	0.05438204
He missed, indeed, at times the fine freedom of his forest life, and was always apt to chafe at the tedious Court ceremonies that occupied so much of each day, but the wonderful palace—Joyeuse, as they called it—of which he now found himself lord, seemed to him to be a new world fresh–fashioned for his delight; and as soon as he could escape from the council– board or audience–chamber, he would run down the great staircase, with its lions of gilt bronze and its steps of bright porphyry, and wander from room to room, and from corridor to corridor, like one who was seeking to find in beauty an anodyne from pain, a sort of restoration from sickness.  	0.11110061	0.43357334	0.45532602
Upon these journeys of discovery, as he would call them—and, indeed, they were to him real voyages through a marvellous land, he would sometimes be accompanied by the slim, fair–haired Court pages, with their floating mantles, and gay fluttering ribands; but more often he would be alone, feeling through a certain quick instinct, which was almost a divination, that the secrets of art are best learned in secret, and that Beauty, like Wisdom, loves the lonely worshipper.  	0.56479144	0.3808266	0.05438204
Many curious stories were related about him at this period.  	0.27574214	0.52749896	0.19675897
It was said that a stout Burgomaster, who had come to deliver a florid oratorical address on behalf of the citizens of the town, had caught sight of him kneeling in real adoration before a great picture that had just been brought from Venice, and that seemed to herald the worship of some new gods.  	0.27574214	0.52749896	0.19675897
On another occasion he had been missed for several hours, and after a lengthened search had been discovered in a little chamber in one of the northern turrets of the palace gazing, as one in a trance, at a Greek gem carved with the figure of Adonis.  	0.27574214	0.52749896	0.19675897
He had been seen, so the tale ran, pressing his warm lips to the marble brow of an antique statue that had been discovered in the bed of the river on the occasion of the building of the stone bridge, and was inscribed with the name of the Bithynian slave of Hadrian.  	0.27574214	0.52749896	0.19675897
He had passed a whole night in noting the effect of the moonlight on a silver image of Endymion.  	0.27574214	0.52749896	0.19675897
All rare and costly materials had certainly a great fascination for him, and in his eagerness to procure them he had sent away many merchants, some to traffic for amber with the rough fisher–folk of the north seas, some to Egypt to look for that curious green turquoise which is found only in the tombs of kings, and is said to possess magical properties, some to Persia for silken carpets and painted pottery, and others to India to buy gauze and stained ivory, moonstones and bracelets of jade, sandal–wood and blue enamel and shawls of fine wool.  	0.56479144	0.3808266	0.05438204
But what had occupied him most was the robe he was to wear at his coronation, the robe of tissued gold, and the ruby–studded crown, and the sceptre with its rows and rings of pearls.  	0.27574214	0.52749896	0.19675897
Indeed, it was of this that he was thinking to–night, as he lay back on his luxurious couch, watching the great pinewood log that was burning itself out on the open hearth.  	0.27574214	0.52749896	0.19675897
The designs, which were from the hands of the most famous artists of the time, had been submitted to him many months before, and he had given orders that the artificers were to toil night and day to carry them out, and that the whole world was to be searched for jewels that would be worthy of their work.  	0.27574214	0.52749896	0.19675897
He saw himself in fancy standing at the high altar of the cathedral in the fair raiment of a King, and a smile played and lingered about his boyish lips, and lit up with a bright lustre his dark woodland eyes.  	0.56479144	0.3808266	0.05438204
